##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033862352E+00 1.487850118E-02 -3.647099618E-07 1.111429992E-05 2.229789825E-10 8.098643534E-09 8.421044186E-06
 3.029099464E+00 7.593910396E-02 -2.280544322E-05 2.667371300E-04 7.948466418E-08 1.482697144E-06 1.957643981E-04
 3.024336338E+00 1.353377253E-01 -6.982747436E-05 8.487184532E-04 6.953919751E-07 8.725084626E-06 6.069166120E-04
 3.019573450E+00 1.928264946E-01 -1.356602879E-04 1.741836430E-03 2.614291134E-06 2.643907646E-05 1.217415440E-03
 3.014810324E+00 2.484064996E-01 -2.150190849E-04 2.920289058E-03 6.695910997E-06 5.889416207E-05 2.001529094E-03
 3.010047436E+00 3.019515872E-01 -3.020317235E-04 4.338429309E-03 1.373329724E-05 1.091138038E-04 2.926164540E-03
 3.005284548E+00 3.532402813E-01 -3.917641006E-04 5.937353708E-03 2.447457155E-05 1.789154194E-04 3.953908570E-03
 3.000521421E+00 4.021443725E-01 -4.796302819E-04 7.648053579E-03 3.973409548E-05 2.690973633E-04 5.044484045E-03
 2.995758533E+00 4.487061799E-01 -5.628757062E-04 9.389594197E-03 5.972106737E-05 3.768375609E-04 6.152444519E-03
 2.990995407E+00 4.926932156E-01 -6.345750298E-04 1.109050307E-02 8.470900502E-05 4.992540344E-04 7.238368038E-03
 2.986232519E+00 5.339878798E-01 -6.942762411E-04 1.268787961E-02 1.154659694E-04 6.338810781E-04 8.268326521E-03
 2.981469631E+00 5.728076100E-01 -7.385569625E-04 1.415023208E-02 1.513698517E-04 7.753924001E-04 9.225025773E-03
 2.976706505E+00 6.088317633E-01 -7.657250389E-04 1.542711444E-02 1.933671738E-04 9.206836112E-04 1.008100808E-02
 2.971943617E+00 6.424462795E-01 -7.730464567E-04 1.652934216E-02 2.406727726E-04 1.065876801E-03 1.084186882E-02
 2.967180490E+00 6.735963225E-01 -7.635932998E-04 1.744518429E-02 2.935069497E-04 1.207859721E-03 1.150050666E-02
 2.962417603E+00 7.022660971E-01 -7.321172743E-04 1.817444712E-02 3.520995378E-04 1.343941665E-03 1.205616165E-02
 2.957654715E+00 7.288441658E-01 -6.810596678E-04 1.875224337E-02 4.156080831E-04 1.473027281E-03 1.252725534E-02
 2.952891588E+00 7.533842921E-01 -6.135925069E-04 1.918845437E-02 4.839422763E-04 1.593635883E-03 1.291836333E-02
 2.948128700E+00 7.757720351E-01 -5.260294420E-04 1.948588528E-02 5.573754897E-04 1.703888993E-03 1.322952379E-02
 2.943365574E+00 7.964295149E-01 -4.207335878E-04 1.968579181E-02 6.351375487E-04 1.804820611E-03 1.348363888E-02
 2.938602686E+00 8.154969811E-01 -2.994214592E-04 1.980261691E-02 7.168203592E-04 1.896547270E-03 1.368792541E-02
 2.933839798E+00 8.330662847E-01 -1.647442696E-04 1.984844916E-02 8.022084367E-04 1.979016699E-03 1.384861302E-02
 2.929076672E+00 8.492780328E-01 -1.573923146E-05 1.983697526E-02 8.912584162E-04 2.052767435E-03 1.397315506E-02
 2.924313784E+00 8.641228676E-01 1.463294320E-04 1.977885328E-02 9.833350778E-04 2.117629861E-03 1.406639908E-02
 2.919550657E+00 8.778728843E-01 3.197322367E-04 1.968770102E-02 1.078159316E-03 2.175130183E-03 1.413669344E-02
 2.914787769E+00 8.906344175E-01 5.034617498E-04 1.957096905E-02 1.175485202E-03 2.225903561E-03 1.418828964E-02
 2.910024881E+00 9.024652839E-01 6.960792816E-04 1.943541691E-02 1.274703769E-03 2.270389581E-03 1.422474626E-02
 2.905261755E+00 9.134695530E-01 8.965925081E-04 1.928611100E-02 1.375610358E-03 2.309249947E-03 1.424922049E-02
 2.900498867E+00 9.237251878E-01 1.104041585E-03 1.912712120E-02 1.477857702E-03 2.343030879E-03 1.426417287E-02
