##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 7.124309894E-03 -1.348188675E-06 1.559877091E-05 4.320255959E-11 2.337730454E-09 1.143176723E-05
 3.027219296E+00 3.599674255E-02 -4.142234320E-05 3.618705668E-04 1.797785387E-07 8.081199212E-07 2.524262818E-04
 3.021030426E+00 6.634139270E-02 -1.366842771E-04 1.134223770E-03 1.537293997E-06 5.394482287E-06 7.632771740E-04
 3.014841557E+00 9.805933386E-02 -2.844161354E-04 2.310525160E-03 5.392640560E-06 1.748571958E-05 1.508610905E-03
 3.008652925E+00 1.310669333E-01 -4.842377384E-04 3.868310014E-03 1.283477286E-05 4.063100278E-05 2.462331206E-03
 3.002464056E+00 1.652472466E-01 -7.409393438E-04 5.816500634E-03 2.532616600E-05 8.026138676E-05 3.619417548E-03
 2.996275425E+00 2.002637833E-01 -1.045602257E-03 8.055138402E-03 4.261979848E-05 1.364425989E-04 4.923460539E-03
 2.990086555E+00 2.360097170E-01 -1.404502895E-03 1.055945549E-02 6.555696746E-05 2.128608758E-04 6.359145977E-03
 2.983897924E+00 2.721180320E-01 -1.807826688E-03 1.322291233E-02 9.334373317E-05 3.069182567E-04 7.872020826E-03
 2.977709055E+00 3.083659708E-01 -2.261665184E-03 1.598113775E-02 1.265722094E-04 4.204802099E-04 9.429020807E-03
 2.971520424E+00 3.445162773E-01 -2.756156260E-03 1.874150336E-02 1.640717528E-04 5.484838039E-04 1.098472811E-02
 2.965331554E+00 3.802780509E-01 -3.289880930E-03 2.142664604E-02 2.058976679E-04 6.894306280E-04 1.250061486E-02
 2.959142923E+00 4.153924286E-01 -3.861804493E-03 2.395640872E-02 2.517291869E-04 8.400382940E-04 1.393701229E-02
 2.952954054E+00 4.497702420E-01 -4.465068225E-03 2.629380301E-02 3.009306674E-04 9.961873293E-04 1.527626906E-02
 2.946765423E+00 4.832181633E-01 -5.094890483E-03 2.839872241E-02 3.532667470E-04 1.154694241E-03 1.649846695E-02
 2.940576553E+00 5.155828595E-01 -5.749317352E-03 3.023223579E-02 4.086942645E-04 1.312502893E-03 1.758439280E-02
 2.934387922E+00 5.467050076E-01 -6.425321102E-03 3.176535666E-02 4.671380448E-04 1.466250746E-03 1.851955988E-02
 2.928199053E+00 5.765717626E-01 -7.116816472E-03 3.301717713E-02 5.281447084E-04 1.613524859E-03 1.931320503E-02
 2.922010422E+00 6.051344275E-01 -7.819885388E-03 3.399400041E-02 5.916293594E-04 1.752365264E-03 1.996817999E-02
 2.915821552E+00 6.323943734E-01 -8.531885222E-03 3.471034765E-02 6.575899315E-04 1.881361008E-03 2.049149573E-02
 2.909632683E+00 6.583251357E-01 -9.249332361E-03 3.518394753E-02 7.259264821E-04 1.999290427E-03 2.089140192E-02
 2.903444052E+00 6.829314828E-01 -9.968784638E-03 3.543545678E-02 7.965225959E-04 2.105502877E-03 2.117739618E-02
 2.897255182E+00 7.062343955E-01 -1.068775076E-02 3.549141437E-02 8.693584241E-04 2.199458890E-03 2.136245370E-02
 2.891066551E+00 7.282675505E-01 -1.140412223E-02 3.537603468E-02 9.444193565E-04 2.281051362E-03 2.145816945E-02
 2.884877682E+00 7.490844727E-01 -1.211569738E-02 3.511213139E-02 1.021646196E-03 2.350603230E-03 2.147528343E-02
 2.878689051E+00 7.687243819E-01 -1.282062382E-02 3.472281247E-02 1.100904308E-03 2.408462344E-03 2.142479271E-02
 2.872500181E+00 7.872355580E-01 -1.351690013E-02 3.422987834E-02 1.182065229E-03 2.455195645E-03 2.131716534E-02
 2.866311550E+00 8.046807051E-01 -1.420341618E-02 3.365299106E-02 1.265008119E-03 2.491496038E-03 2.116202191E-02
 2.860122681E+00 8.211286068E-01 -1.488003321E-02 3.300882876E-02 1.349662314E-03 2.518086694E-03 2.096768655E-02
 2.853934050E+00 8.366448879E-01 -1.554573327E-02 3.231284767E-02 1.435902435E-03 2.535764826E-03 2.074194886E-02
 2.847745180E+00 8.512105942E-01 -1.619884185E-02 3.157648817E-02 1.523632440E-03 2.544608433E-03 2.049015649E-02
 2.841556549E+00 8.647872806E-01 -1.683629490E-02 3.081268631E-02 1.612770255E-03 2.544694347E-03 2.021834627E-02
 2.835367680E+00 8.776103854E-01 -1.746169850E-02 3.003531694E-02 1.703058835E-03 2.538128057E-03 1.993493922E-02
 2.829179049E+00 8.897367120E-01 -1.807491668E-02 2.925143763E-02 1.794341486E-03 2.525602700E-03 1.964380592E-02
 2.822990179E+00 9.012095332E-01 -1.867608540E-02 2.846684866E-02 1.886569080E-03 2.507706638E-03 1.934815198E-02
