##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.034032106E+00 1.302565914E-02 -1.908956726E-08 7.362110409E-06 4.165355994E-12 4.152032607E-10 5.761598914E-06
 3.029668093E+00 7.038405538E-02 6.570136293E-07 2.158385323E-04 5.594599273E-08 1.188493343E-06 1.633411011E-04
 3.025304079E+00 1.258387864E-01 4.529317266E-06 6.978729507E-04 5.261894671E-07 7.208157058E-06 5.148807541E-04
 3.020940065E+00 1.794519722E-01 1.442224129E-05 1.441682922E-03 2.036567821E-06 2.199818118E-05 1.039892668E-03
 3.016575813E+00 2.310406417E-01 3.295373244E-05 2.426296938E-03 5.312446774E-06 4.913676094E-05 1.715893974E-03
 3.012211800E+00 2.805641294E-01 6.315536302E-05 3.628604347E-03 1.121123933E-05 9.216006583E-05 2.522693248E-03
 3.007847786E+00 3.279854357E-01 1.070658836E-04 4.993286915E-03 2.030716132E-05 1.520638762E-04 3.423868911E-03
 3.003483772E+00 3.732593358E-01 1.658315596E-04 6.466194056E-03 3.304555867E-05 2.286939125E-04 4.386309069E-03
 2.999119520E+00 4.162321389E-01 2.416107745E-04 7.996984757E-03 5.012781912E-05 3.222247178E-04 5.380600225E-03
 2.994755507E+00 4.568936527E-01 3.364096920E-04 9.524533525E-03 7.185057621E-05 4.302322341E-04 6.372258067E-03
 2.990391493E+00 4.953229129E-01 4.488795530E-04 1.100427285E-02 9.830310591E-05 5.497955135E-04 7.336515468E-03
 2.986027479E+00 5.312963724E-01 5.821306841E-04 1.238726079E-02 1.299199066E-04 6.780835683E-04 8.246102370E-03
 2.981663227E+00 5.650478005E-01 7.337816642E-04 1.365359128E-02 1.665868040E-04 8.118123515E-04 9.090404958E-03
 2.977299213E+00 5.966591239E-01 9.049628861E-04 1.478939597E-02 2.081715211E-04 9.478906868E-04 9.861663915E-03
 2.972935200E+00 6.259236932E-01 1.096730004E-03 1.576851681E-02 2.552843362E-04 1.083565759E-03 1.054503396E-02
 2.968571186E+00 6.532145143E-01 1.304068719E-03 1.661146618E-02 3.069726517E-04 1.216395060E-03 1.115149632E-02
 2.964206934E+00 6.786179543E-01 1.528687077E-03 1.732386462E-02 3.632256703E-04 1.344908960E-03 1.168383472E-02
 2.959842920E+00 7.020663023E-01 1.770575298E-03 1.790167950E-02 4.244866723E-04 1.467185095E-03 1.213927008E-02
 2.955478907E+00 7.237445712E-01 2.026350005E-03 1.836545393E-02 4.899649066E-04 1.582273049E-03 1.252837107E-02
 2.951114893E+00 7.438760400E-01 2.294639358E-03 1.873272657E-02 5.594042595E-04 1.690094592E-03 1.286086813E-02
