##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 1.819650456E-02 2.813738320E-06 2.356270124E-05 1.884570278E-09 5.335470021E-08 1.923174750E-05
 3.027219296E+00 8.652164042E-02 9.899986617E-05 4.326362687E-04 2.906168675E-07 3.947676760E-06 3.395764215E-04
 3.021030426E+00 1.514632553E-01 3.106628719E-04 1.331801992E-03 2.330491952E-06 2.186046913E-05 1.009109546E-03
 3.014841557E+00 2.126230299E-01 6.309023593E-04 2.685578540E-03 8.586242984E-06 6.483806646E-05 1.971850405E-03
 3.008652925E+00 2.700724304E-01 1.047792844E-03 4.402741790E-03 2.142913036E-05 1.399004686E-04 3.150936915E-03
 3.002464056E+00 3.238523006E-01 1.549476641E-03 6.363006774E-03 4.271958824E-05 2.490439219E-04 4.464800935E-03
 2.996275425E+00 3.738018572E-01 2.123833867E-03 8.431175724E-03 7.372965047E-05 3.896045091E-04 5.830499344E-03
 2.990086555E+00 4.199712276E-01 2.759696217E-03 1.048618928E-02 1.151134711E-04 5.555948010E-04 7.178115658E-03
 2.983897924E+00 4.623305202E-01 3.450269112E-03 1.242688298E-02 1.678414410E-04 7.405100623E-04 8.450911380E-03
 2.977709055E+00 5.011432171E-01 4.182065837E-03 1.419121958E-02 2.311076241E-04 9.348921594E-04 9.615288116E-03
 2.971520424E+00 5.367256403E-01 4.945978988E-03 1.575729623E-02 3.042013850E-04 1.132098143E-03 1.066021062E-02
 2.965331554E+00 5.690742731E-01 5.735482555E-03 1.710189693E-02 3.870419750E-04 1.326356665E-03 1.157272607E-02
 2.959142923E+00 5.985777378E-01 6.542582065E-03 1.824329607E-02 4.784065241E-04 1.513455063E-03 1.236382220E-02
 2.952954054E+00 6.254965663E-01 7.360511925E-03 1.919867098E-02 5.772522418E-04 1.690699253E-03 1.304351352E-02
 2.946765423E+00 6.500570178E-01 8.185365237E-03 1.998801902E-02 6.827673642E-04 1.856324612E-03 1.362325065E-02
 2.940576553E+00 6.725252867E-01 9.012663737E-03 2.063215896E-02 7.941231015E-04 2.009646501E-03 1.411539316E-02
 2.934387922E+00 6.931990981E-01 9.838942438E-03 2.115576714E-02 9.094463312E-04 2.151085995E-03 1.453359704E-02
 2.928199053E+00 7.121170759E-01 1.066034846E-02 2.157017589E-02 1.029118430E-03 2.279348206E-03 1.488586888E-02
 2.922010422E+00 7.297257185E-01 1.147743128E-02 2.190420404E-02 1.151418895E-03 2.397033153E-03 1.518900786E-02
 2.915821552E+00 7.458690405E-01 1.228410192E-02 2.215260081E-02 1.275687711E-03 2.502023010E-03 1.543956436E-02
 2.909632683E+00 7.609738111E-01 1.308322418E-02 2.234052122E-02 1.401186688E-03 2.597293118E-03 1.565323956E-02
 2.903444052E+00 7.750683427E-01 1.387164090E-02 2.247289941E-02 1.527058193E-03 2.682682360E-03 1.583281904E-02
 2.897255182E+00 7.881683707E-01 1.464828290E-02 2.255075984E-02 1.652791747E-03 2.757600741E-03 1.597921550E-02
 2.891066551E+00 8.004925251E-01 1.541389339E-02 2.258726954E-02 1.777815400E-03 2.823857125E-03 1.610052586E-02
 2.884877682E+00 8.121044636E-01 1.616813615E-02 2.258688770E-02 1.901656389E-03 2.881722292E-03 1.619951427E-02
 2.878689051E+00 8.230538964E-01 1.691002026E-02 2.255354822E-02 2.023721812E-03 2.931395546E-03 1.627850346E-02
 2.872500181E+00 8.334127069E-01 1.763982885E-02 2.249098755E-02 2.143808408E-03 2.973232185E-03 1.633988507E-02
 2.866311550E+00 8.432177901E-01 1.835689694E-02 2.240252495E-02 2.261414193E-03 3.007427789E-03 1.638548076E-02
 2.860122681E+00 8.525336981E-01 1.906221919E-02 2.229102142E-02 2.376521472E-03 3.034361172E-03 1.641710848E-02
 2.853934050E+00 8.613843918E-01 1.975516975E-02 2.215958200E-02 2.488682047E-03 3.054212779E-03 1.643628068E-02
 2.847745180E+00 8.698142171E-01 2.043562196E-02 2.201077156E-02 2.597873332E-03 3.067348618E-03 1.644441858E-02
 2.841556549E+00 8.778628707E-01 2.110493742E-02 2.184679918E-02 2.704069018E-03 3.074052744E-03 1.644271426E-02
 2.835367680E+00 8.855589628E-01 2.176266164E-02 2.166990004E-02 2.807196928E-03 3.074643668E-03 1.643222570E-02
 2.829179049E+00 8.929281831E-01 2.240938693E-02 2.148224972E-02 2.907259623E-03 3.069438040E-03 1.641398296E-02
 2.822990179E+00 8.999960423E-01 2.304532379E-02 2.128564939E-02 3.004343016E-03 3.058778821E-03 1.638884097E-02
 2.816801548E+00 9.067859054E-01 2.367105335E-02 2.108176053E-02 3.098613815E-03 3.043066012E-03 1.635761745E-02
 2.810612679E+00 9.133200049E-01 2.428801917E-02 2.087199874E-02 3.190288553E-03 3.022678895E-03 1.632105932E-02
 2.804423809E+00 9.195489287E-01 2.489265986E-02 2.065586299E-02 3.278688295E-03 2.996677067E-03 1.627810299E-02
 2.798235178E+00 9.255404472E-01 2.548814937E-02 2.043510042E-02 3.364375560E-03 2.965869149E-03 1.623014733E-02
 2.792046309E+00 9.313250780E-01 2.607385628E-02 2.021075971E-02 3.447760828E-03 2.930878662E-03 1.617807522E-02
 2.785857677E+00 9.369316101E-01 2.665274963E-02 1.998474821E-02 3.529536072E-03 2.892582444E-03 1.612333581E-02
 2.779668808E+00 9.422656894E-01 2.722153999E-02 1.975546591E-02 3.608329687E-03 2.849039156E-03 1.606364921E-02
 2.773480177E+00 9.474121928E-01 2.777977288E-02 1.952345669E-02 3.684917465E-03 2.801727038E-03 1.600013860E-02
 2.767291307E+00 9.524419904E-01 2.833368070E-02 1.929110661E-02 3.760520602E-03 2.752347384E-03 1.593516208E-02
 2.761102676E+00 9.571812153E-01 2.887682058E-02 1.905791089E-02 3.833140014E-03 2.697308781E-03 1.586643793E-02
 2.754913807E+00 9.618200064E-01 2.941374481E-02 1.882458292E-02 3.904566169E-03 2.640360268E-03 1.579643600E-02
 2.748725176E+00 9.662565589E-01 2.994181216E-02 1.859310828E-02 3.974223044E-03 2.580028493E-03 1.572528109E-02
 2.742536306E+00 9.705418944E-01 3.046330065E-02 1.836349443E-02 4.042331595E-03 2.516986104E-03 1.565350220E-02
 2.736347675E+00 9.746752381E-01 3.097976744E-02 1.813650690E-02 4.109132104E-03 2.451376989E-03 1.558160875E-02
 2.730158806E+00 9.786466956E-01 3.148844838E-02 1.791309565E-02 4.174532369E-03 2.383261919E-03 1.550992765E-02
 2.723970175E+00 9.824785590E-01 3.199095279E-02 1.769301482E-02 4.238810856E-03 2.313035307E-03 1.543859672E-02
