##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 6.191784516E-03 -2.320182375E-06 1.596214315E-05 5.656727170E-11 5.007963821E-09 1.212640200E-05
 3.027219296E+00 3.119882941E-02 6.207613751E-06 3.634722380E-04 2.091390456E-07 1.163679713E-06 2.628007205E-04
 3.021030426E+00 5.739614740E-02 1.669581434E-05 1.125716139E-03 1.771071652E-06 7.270933111E-06 7.845424698E-04
 3.014841557E+00 8.470901847E-02 2.887008304E-05 2.273267368E-03 6.184040103E-06 2.251988735E-05 1.535103424E-03
 3.008652925E+00 1.131138131E-01 4.030096170E-05 3.797465703E-03 1.499886548E-05 5.156942643E-05 2.493450651E-03
 3.002464056E+00 1.424164027E-01 4.642673957E-05 5.671771709E-03 2.956233402E-05 9.883940220E-05 3.633003915E-03
 2.996275425E+00 1.724704802E-01 4.593845006E-05 7.826584391E-03 4.994802293E-05 1.648971956E-04 4.912684672E-03
 2.990086555E+00 2.030781955E-01 3.350195766E-05 1.023377106E-02 7.731357618E-05 2.536147949E-04 6.313039456E-03
 2.983897924E+00 2.339959294E-01 9.391803360E-06 1.279563457E-02 1.106343188E-04 3.614386078E-04 7.784655318E-03
 2.977709055E+00 2.650705874E-01 -3.251853195E-05 1.545621920E-02 1.502296509E-04 4.885614617E-04 9.298442863E-03
 2.971520424E+00 2.960727215E-01 -9.132354171E-05 1.813967340E-02 1.955832704E-04 6.320272223E-04 1.081715245E-02
 2.965331554E+00 3.268571198E-01 -1.694906387E-04 2.078490891E-02 2.457769588E-04 7.875246229E-04 1.231143158E-02
 2.959142923E+00 3.572302759E-01 -2.705276129E-04 2.332920581E-02 3.007146879E-04 9.524642956E-04 1.375033148E-02
 2.952954054E+00 3.870188296E-01 -3.948267840E-04 2.571949735E-02 3.598848998E-04 1.122969785E-03 1.510818489E-02
 2.946765423E+00 4.161676764E-01 -5.403565010E-04 2.793328837E-02 4.225714656E-04 1.295312773E-03 1.637484878E-02
 2.940576553E+00 4.445819557E-01 -7.091175648E-04 2.994494699E-02 4.883287475E-04 1.466381946E-03 1.753787883E-02
 2.934387922E+00 4.721935093E-01 -9.015251417E-04 3.173766285E-02 5.568052875E-04 1.633471344E-03 1.858920045E-02
 2.928199053E+00 4.989180565E-01 -1.116609550E-03 3.330054507E-02 6.276430795E-04 1.794139738E-03 1.952342130E-02
 2.922010422E+00 5.247102976E-01 -1.354944776E-03 3.462044895E-02 7.008256507E-04 1.946148346E-03 2.033424377E-02
 2.915821552E+00 5.495080948E-01 -1.613848028E-03 3.571142256E-02 7.756575360E-04 2.087857807E-03 2.102827467E-02
