##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033815622E+00 1.439833734E-02 -1.055791188E-07 1.080524908E-05 1.043674782E-11 5.772653466E-10 8.025765965E-06
 3.028451443E+00 7.860693336E-02 -4.561760579E-05 3.212331503E-04 1.034803390E-07 1.676728857E-06 2.295790182E-04
 3.023087263E+00 1.412959695E-01 -1.460903295E-04 1.038766233E-03 9.338797895E-07 1.031620923E-05 7.218039245E-04
 3.017723083E+00 2.025107890E-01 -2.934626536E-04 2.145746490E-03 3.500602361E-06 3.183412991E-05 1.455550198E-03
 3.012358904E+00 2.619270980E-01 -4.792235559E-04 3.600740107E-03 8.845520824E-06 7.133233157E-05 2.394322539E-03
 3.006994724E+00 3.193321228E-01 -6.961838808E-04 5.350278225E-03 1.808735396E-05 1.333873952E-04 3.500766819E-03
 3.001630545E+00 3.744990826E-01 -9.346167208E-04 7.293486968E-03 3.198422564E-05 2.190816158E-04 4.715292715E-03
 2.996266365E+00 4.273291826E-01 -1.186789013E-03 9.327365085E-03 5.099406917E-05 3.268807195E-04 5.980481394E-03
 2.990902185E+00 4.774727821E-01 -1.446744427E-03 1.135207992E-02 7.559686492E-05 4.542714742E-04 7.241640706E-03
 2.985538006E+00 5.247228742E-01 -1.706083887E-03 1.326823141E-02 1.065482211E-04 5.979638081E-04 8.446281776E-03
 2.980173826E+00 5.692842603E-01 -1.960928086E-03 1.502475142E-02 1.432533754E-04 7.514194003E-04 9.566713125E-03
 2.974809647E+00 6.105791330E-01 -2.203586977E-03 1.653720066E-02 1.869262196E-04 9.105064091E-04 1.055791136E-02
 2.969445467E+00 6.491371989E-01 -2.433526563E-03 1.782260276E-02 2.364965476E-04 1.069778926E-03 1.142830867E-02
 2.964081287E+00 6.846852303E-01 -2.642989624E-03 1.885066926E-02 2.926343004E-04 1.224982901E-03 1.216102391E-02
 2.958717108E+00 7.173805237E-01 -2.833502367E-03 1.963802055E-02 3.550600377E-04 1.372658298E-03 1.276372094E-02
 2.953352928E+00 7.475516796E-01 -3.003374906E-03 2.022185549E-02 4.231878265E-04 1.511098002E-03 1.325538941E-02
 2.947988749E+00 7.751554847E-01 -3.148534801E-03 2.061282098E-02 4.973639152E-04 1.638038200E-03 1.364053972E-02
 2.942624569E+00 8.002634645E-01 -3.271170426E-03 2.083493210E-02 5.772873410E-04 1.751844073E-03 1.393050142E-02
 2.937260389E+00 8.232880831E-01 -3.372172592E-03 2.092898823E-02 6.621764041E-04 1.853687223E-03 1.414654311E-02
 2.931896210E+00 8.444027901E-01 -3.452811623E-03 2.092237212E-02 7.517298800E-04 1.943671028E-03 1.430324465E-02
 2.926532030E+00 8.636338115E-01 -3.510356648E-03 2.083186619E-02 8.461642428E-04 2.021422843E-03 1.440891530E-02
 2.921167850E+00 8.811471462E-01 -3.549020970E-03 2.067646571E-02 9.447466582E-04 2.087684115E-03 1.447308715E-02
 2.915803671E+00 8.972293139E-01 -3.569947090E-03 2.047722228E-02 1.046944992E-03 2.144235419E-03 1.450760663E-02
 2.910439491E+00 9.120005369E-01 -3.574299160E-03 2.024612017E-02 1.152412617E-03 2.191866050E-03 1.451890916E-02
 2.905075312E+00 9.255740047E-01 -3.563270206E-03 1.999333501E-02 1.260769903E-03 2.231385792E-03 1.451256592E-02
 2.899711132E+00 9.380525351E-01 -3.538223449E-03 1.972738653E-02 1.371547929E-03 2.263627015E-03 1.449324749E-02
 2.894346952E+00 9.495525360E-01 -3.500088817E-03 1.945467480E-02 1.484412816E-03 2.289417200E-03 1.446477789E-02
 2.888982773E+00 9.601598978E-01 -3.450747347E-03 1.918039285E-02 1.598898205E-03 2.309476258E-03 1.443015784E-02
 2.883618593E+00 9.699929953E-01 -3.391064936E-03 1.890753396E-02 1.714900369E-03 2.324501984E-03 1.439164113E-02
 2.878254414E+00 9.791096449E-01 -3.322371049E-03 1.863978058E-02 1.831769594E-03 2.335129771E-03 1.435129344E-02
 2.872890234E+00 9.875912666E-01 -3.245618194E-03 1.837846451E-02 1.949219964E-03 2.341851825E-03 1.431027893E-02
 2.867526054E+00 9.955019355E-01 -3.162042471E-03 1.812476292E-02 2.066898160E-03 2.345107263E-03 1.426955964E-02
 2.862161875E+00 1.002915740E+00 -3.072410822E-03 1.787876338E-02 2.184726531E-03 2.345268382E-03 1.422968972E-02
 2.856797457E+00 1.009871364E+00 -2.977856668E-03 1.764102466E-02 2.302260371E-03 2.342651598E-03 1.419112645E-02
 2.851433277E+00 1.016414165E+00 -2.879029606E-03 1.741129532E-02 2.419311553E-03 2.337518847E-03 1.415404957E-02
 2.846069098E+00 1.022594929E+00 -2.776232315E-03 1.718884334E-02 2.535901032E-03 2.330069430E-03 1.411845814E-02
 2.840704918E+00 1.028403759E+00 -2.670006827E-03 1.697481237E-02 2.651587594E-03 2.320127795E-03 1.408470236E-02
 2.835340738E+00 1.033860207E+00 -2.560360590E-03 1.676856913E-02 2.766229678E-03 2.307833405E-03 1.405269839E-02
 2.829976559E+00 1.039055705E+00 -2.448753919E-03 1.656842977E-02 2.879836364E-03 2.293671481E-03 1.402205322E-02
 2.824612379E+00 1.044015527E+00 -2.335533733E-03 1.637378894E-02 2.992391121E-03 2.277752385E-03 1.399261691E-02
 2.819248199E+00 1.048715353E+00 -2.220036229E-03 1.618509367E-02 3.103660652E-03 2.259820933E-03 1.396447700E-02
 2.813884020E+00 1.053140402E+00 -2.103778068E-03 1.600268297E-02 3.213212360E-03 2.239602851E-03 1.393760927E-02
 2.808519840E+00 1.057396293E+00 -1.987030962E-03 1.582422294E-02 3.321559634E-03 2.217833418E-03 1.391152479E-02
 2.803155661E+00 1.061496139E+00 -1.869304804E-03 1.564952731E-02 3.428712254E-03 2.194599248E-03 1.388620399E-02
 2.797791481E+00 1.065337062E+00 -1.751062809E-03 1.548139099E-02 3.534004791E-03 2.168668667E-03 1.386277471E-02
 2.792427301E+00 1.069055676E+00 -1.633246779E-03 1.531625632E-02 3.638160182E-03 2.141313395E-03 1.384001598E-02
 2.787063122E+00 1.072639108E+00 -1.514210831E-03 1.515463460E-02 3.740947926E-03 2.112397924E-03 1.381806564E-02
 2.781698942E+00 1.076023459E+00 -1.397041837E-03 1.499807648E-02 3.841788741E-03 2.080931095E-03 1.379737258E-02
 2.776334763E+00 1.079349160E+00 -1.279746764E-03 1.484316587E-02 3.941992298E-03 2.048691036E-03 1.377712656E-02
