##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 2   (Re = 1400, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 7.932269014E-03 -2.020532520E-06 1.741299820E-05 8.246164862E-11 7.612195319E-09 1.388408873E-05
 3.027219296E+00 3.908977658E-02 5.456262079E-05 3.922742908E-04 2.666315595E-07 2.052096761E-06 2.973767405E-04
 3.021030426E+00 7.060372084E-02 1.732482633E-04 1.205248875E-03 2.230651717E-06 1.217687532E-05 8.800008800E-04
 3.014841557E+00 1.024354026E-01 3.483750625E-04 2.416707808E-03 7.747900781E-06 3.623725570E-05 1.708360622E-03
 3.008652925E+00 1.344360411E-01 5.754834274E-04 4.012379795E-03 1.902290387E-05 8.094691293E-05 2.753316425E-03
 3.002464056E+00 1.665000916E-01 8.457195945E-04 5.925188772E-03 3.738855594E-05 1.496274490E-04 3.964023665E-03
 2.996275425E+00 1.984678805E-01 1.150291064E-03 8.089452982E-03 6.358860992E-05 2.434536436E-04 5.297986325E-03
 2.990086555E+00 2.301486880E-01 1.483634114E-03 1.043167710E-02 9.829126066E-05 3.626102407E-04 6.712015253E-03
 2.983897924E+00 2.613631487E-01 1.836473122E-03 1.287214644E-02 1.413053105E-04 5.043289857E-04 8.163091727E-03
 2.977709055E+00 2.920604646E-01 2.203207696E-03 1.533907373E-02 1.918053749E-04 6.639282801E-04 9.615651332E-03
 2.971520424E+00 3.219366670E-01 2.578065963E-03 1.776065491E-02 2.505316806E-04 8.397096535E-04 1.103114430E-02
 2.965331554E+00 3.510364592E-01 2.953178482E-03 2.009484358E-02 3.155605227E-04 1.024885336E-03 1.239158306E-02
 2.959142923E+00 3.792581558E-01 3.325870028E-03 2.230187319E-02 3.862782614E-04 1.215463970E-03 1.367796306E-02
 2.952954054E+00 4.065641463E-01 3.691840684E-03 2.434949391E-02 4.625842266E-04 1.408387092E-03 1.487503760E-02
 2.946765423E+00 4.327804148E-01 4.045375623E-03 2.620714903E-02 5.433436600E-04 1.598938834E-03 1.596784405E-02
 2.940576553E+00 4.580773413E-01 4.385073669E-03 2.788632549E-02 6.278292276E-04 1.785113942E-03 1.696442068E-02
 2.934387922E+00 4.823960662E-01 4.708803724E-03 2.937933616E-02 7.152836188E-04 1.964244759E-03 1.786140352E-02
 2.928199053E+00 5.057440996E-01 5.014603492E-03 3.068744764E-02 8.050971082E-04 2.134502167E-03 1.866010204E-02
 2.922010422E+00 5.281264782E-01 5.301021971E-03 3.181529045E-02 8.966464084E-04 2.294375794E-03 1.936334558E-02
 2.915821552E+00 5.495893955E-01 5.567405373E-03 3.277187422E-02 9.895036928E-04 2.443020931E-03 1.997631602E-02
 2.909632683E+00 5.701538920E-01 5.812970456E-03 3.356652707E-02 1.083128620E-03 2.579659456E-03 2.050407976E-02
 2.903444052E+00 5.898271203E-01 6.036990788E-03 3.420934826E-02 1.176985796E-03 2.703803359E-03 2.095197514E-02
 2.897255182E+00 6.086915135E-01 6.239980925E-03 3.470607847E-02 1.270475681E-03 2.815875225E-03 2.132218145E-02
 2.891066551E+00 6.267673969E-01 6.423746236E-03 3.508649021E-02 1.363716088E-03 2.915602177E-03 2.163223550E-02
 2.884877682E+00 6.440494061E-01 6.586165633E-03 3.534781933E-02 1.456196886E-03 3.002529265E-03 2.187995426E-02
 2.878689051E+00 6.605776548E-01 6.728556938E-03 3.550226614E-02 1.547538675E-03 3.077212721E-03 2.207143977E-02
