##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 1   (Re = 700, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 4.557442386E-03 -1.211654194E-06 6.323654816E-06 7.309503697E-12 2.130920551E-09 4.965756489E-06
 3.027219296E+00 2.245187573E-02 3.227777779E-05 1.424453949E-04 3.627797085E-08 4.335951758E-07 1.093418905E-04
 3.021030426E+00 4.055768624E-02 1.045266326E-04 4.366063804E-04 3.316813206E-07 2.552990509E-06 3.289617889E-04
 3.014841557E+00 5.888447165E-02 2.132403315E-04 8.744767401E-04 1.237519655E-06 7.638378520E-06 6.473589456E-04
 3.008652925E+00 7.740217447E-02 3.572779242E-04 1.455573714E-03 3.264366569E-06 1.737844468E-05 1.058122260E-03
 3.002464056E+00 9.612093121E-02 5.335581955E-04 2.167511964E-03 6.872347967E-06 3.310487227E-05 1.548029250E-03
 2.996275425E+00 1.150155962E-01 7.368640509E-04 3.002250334E-03 1.245454951E-05 5.596367919E-05 2.108166693E-03
 2.990086555E+00 1.340700686E-01 9.671499720E-04 3.955607768E-03 2.048274837E-05 8.735683514E-05 2.732557012E-03
 2.983897924E+00 1.532382965E-01 1.218134654E-03 5.017169286E-03 3.122330236E-05 1.280217548E-04 3.412623191E-03
 2.977709055E+00 1.725260168E-01 1.488690614E-03 6.171555258E-03 4.470934437E-05 1.778815058E-04 4.138742574E-03
 2.971520424E+00 1.918784082E-01 1.777233090E-03 7.421932183E-03 6.163335638E-05 2.390027075E-04 4.910051357E-03
 2.965331554E+00 2.112604082E-01 2.076427685E-03 8.742069826E-03 8.156055264E-05 3.097337030E-04 5.712640472E-03
 2.959142923E+00 2.306310982E-01 2.386773471E-03 1.011869777E-02 1.045142926E-04 3.897936258E-04 6.539209280E-03
 2.952954054E+00 2.500140071E-01 2.706222236E-03 1.154634356E-02 1.307858329E-04 4.796970752E-04 7.386620156E-03
 2.946765423E+00 2.692778111E-01 3.030174877E-03 1.300277468E-02 1.601939148E-04 5.782927037E-04 8.242929354E-03
 2.940576553E+00 2.884746492E-01 3.356364788E-03 1.447758079E-02 1.925260876E-04 6.844796590E-04 9.103907272E-03
 2.934387922E+00 3.075376749E-01 3.683210583E-03 1.595449261E-02 2.276083105E-04 7.970677689E-04 9.961459786E-03
 2.928199053E+00 3.264396191E-01 4.008575343E-03 1.742093638E-02 2.652994590E-04 9.149818798E-04 1.080965996E-02
 2.922010422E+00 3.451435864E-01 4.330302589E-03 1.886409521E-02 3.054172557E-04 1.036998117E-03 1.164246071E-02
 2.915821552E+00 3.636449277E-01 4.647045396E-03 2.027451433E-02 3.478400176E-04 1.162056928E-03 1.245573629E-02
 2.909632683E+00 3.819155097E-01 4.957035184E-03 2.164160088E-02 3.923776967E-04 1.288902131E-03 1.324461401E-02
 2.903444052E+00 3.999149203E-01 5.258307792E-03 2.295525372E-02 4.388103553E-04 1.416223473E-03 1.400440186E-02
