##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 1   (Re = 700, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 7.001360413E-03 -7.096974031E-08 6.012740414E-06 2.361366311E-12 3.006539739E-10 4.557353805E-06
 3.027219296E+00 3.470487148E-02 -5.530889757E-05 1.417879103E-04 2.868171300E-08 2.344507379E-07 1.045497702E-04
 3.021030426E+00 6.290413439E-02 -1.803257619E-04 4.470877175E-04 2.700552955E-07 1.528500775E-06 3.224636603E-04
 3.014841557E+00 9.160489589E-02 -3.722244292E-04 9.148800164E-04 1.024840458E-06 4.942985015E-06 6.465965998E-04
 3.008652925E+00 1.207426712E-01 -6.266881246E-04 1.538081677E-03 2.601625283E-06 1.155837072E-05 1.067091711E-03
 3.002464056E+00 1.503254026E-01 -9.460431756E-04 2.325228881E-03 5.418834462E-06 2.297932406E-05 1.584616257E-03
 2.996275425E+00 1.802783906E-01 -1.324983197E-03 3.262105398E-03 9.720416529E-06 4.030307537E-05 2.187376143E-03
 2.990086555E+00 2.105003148E-01 -1.758726197E-03 4.339924548E-03 1.572596375E-05 6.453481183E-05 2.868124982E-03
 2.983897924E+00 2.409317642E-01 -2.248067874E-03 5.551392678E-03 2.370840593E-05 9.710690210E-05 3.621123033E-03
 2.977709055E+00 2.714722455E-01 -2.785622608E-03 6.877053529E-03 3.374121661E-05 1.383730560E-04 4.434803035E-03
 2.971520424E+00 3.020393252E-01 -3.368784906E-03 8.293426596E-03 4.584819180E-05 1.886692335E-04 5.296067335E-03
 2.965331554E+00 3.325486481E-01 -3.998401575E-03 9.788291529E-03 6.038850916E-05 2.493317297E-04 6.198156159E-03
 2.959142923E+00 3.628674746E-01 -4.663157742E-03 1.132471021E-02 7.706249744E-05 3.187058901E-04 7.121457253E-03
 2.952954054E+00 3.929322958E-01 -5.361744668E-03 1.287884638E-02 9.592552669E-05 3.967665252E-04 8.053723723E-03
 2.946765423E+00 4.225955904E-01 -6.093999371E-03 1.442307327E-02 1.173512646E-04 4.839758622E-04 8.980706334E-03
 2.940576553E+00 4.518119991E-01 -6.851412356E-03 1.593229733E-02 1.410846744E-04 5.782888620E-04 9.889604524E-03
 2.934387922E+00 4.804944098E-01 -7.629919332E-03 1.738339476E-02 1.671187929E-04 6.785897422E-04 1.076858025E-02
 2.928199053E+00 5.085550547E-01 -8.425510488E-03 1.875529252E-02 1.954901527E-04 7.837458979E-04 1.160685625E-02
 2.922010422E+00 5.359637737E-01 -9.235288016E-03 2.003234997E-02 2.262855269E-04 8.926545270E-04 1.239665318E-02
 2.915821552E+00 5.626263022E-01 -1.005464885E-02 2.119901404E-02 2.595317783E-04 1.003876096E-03 1.312986203E-02
 2.909632683E+00 5.885108113E-01 -1.087914966E-02 2.224635147E-02 2.952994837E-04 1.116120024E-03 1.380195282E-02
 2.903444052E+00 6.135635972E-01 -1.170580462E-02 2.316815965E-02 3.336473310E-04 1.228046254E-03 1.440967433E-02
 2.897255182E+00 6.377428770E-01 -1.253492851E-02 2.396050282E-02 3.746150760E-04 1.338229631E-03 1.495079696E-02
 2.891066551E+00 6.610520482E-01 -1.336674299E-02 2.462470345E-02 4.182982666E-04 1.445559552E-03 1.542601269E-02
 2.884877682E+00 6.834318042E-01 -1.419538725E-02 2.516284585E-02 4.646833695E-04 1.548884902E-03 1.583590545E-02
 2.878689051E+00 7.049261928E-01 -1.502022613E-02 2.558216080E-02 5.139121204E-04 1.647597295E-03 1.618422382E-02
 2.872500181E+00 7.255056500E-01 -1.583653502E-02 2.589027211E-02 5.659007584E-04 1.740754698E-03 1.647439785E-02
 2.866311550E+00 7.451958060E-01 -1.664334908E-02 2.609709091E-02 6.206363323E-04 1.827847329E-03 1.671132259E-02
 2.860122681E+00 7.640367746E-01 -1.743992046E-02 2.621277981E-02 6.781381089E-04 1.908617327E-03 1.690011844E-02
 2.853934050E+00 7.820428014E-01 -1.823152043E-02 2.624701709E-02 7.383894408E-04 1.983514754E-03 1.704541780E-02
 2.847745180E+00 7.992399931E-01 -1.901366748E-02 2.620956674E-02 8.012495819E-04 2.052321797E-03 1.715202443E-02
 2.841556549E+00 8.154971004E-01 -1.977829076E-02 2.609479614E-02 8.674551500E-04 2.112886636E-03 1.721667126E-02
 2.835367680E+00 8.309337497E-01 -2.052431740E-02 2.592342161E-02 9.364173166E-04 2.166087972E-03 1.724983007E-02
 2.829179049E+00 8.456767797E-01 -2.125378884E-02 2.570921555E-02 1.007798361E-03 2.212883905E-03 1.725880615E-02
 2.822990179E+00 8.597759604E-01 -2.196742594E-02 2.545854822E-02 1.081481576E-03 2.253629966E-03 1.724692807E-02
 2.816801548E+00 8.730489016E-01 -2.266163938E-02 2.516726591E-02 1.158432453E-03 2.286349656E-03 1.721132733E-02
 2.810612679E+00 8.856248260E-01 -2.333415486E-02 2.484958991E-02 1.237839577E-03 2.312379889E-03 1.715933159E-02
 2.804423809E+00 8.976835012E-01 -2.399143204E-02 2.451488189E-02 1.319180126E-03 2.333376091E-03 1.709643565E-02
 2.798235178E+00 9.091148376E-01 -2.463250421E-02 2.416325361E-02 1.403097529E-03 2.348285401E-03 1.702219807E-02
 2.792046309E+00 9.198333621E-01 -2.524964511E-02 2.379824221E-02 1.489731134E-03 2.356330166E-03 1.693774201E-02
 2.785857677E+00 9.301586747E-01 -2.585327812E-02 2.342801355E-02 1.577852992E-03 2.360611223E-03 1.684868522E-02
 2.779668808E+00 9.399201274E-01 -2.644014359E-02 2.305299044E-02 1.668403624E-03 2.359571634E-03 1.675442979E-02
 2.773480177E+00 9.491100907E-01 -2.700603753E-02 2.267700806E-02 1.761118881E-03 2.353173681E-03 1.665668376E-02
 2.767291307E+00 9.580062628E-01 -2.756212465E-02 2.230168134E-02 1.855054288E-03 2.344088396E-03 1.655774377E-02
 2.761102676E+00 9.662707448E-01 -2.809596062E-02 2.193110809E-02 1.951622195E-03 2.329413313E-03 1.645788550E-02
