##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 1   (Re = 700, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033815622E+00 9.989801794E-03 -4.959390054E-08 3.987722721E-06 6.807372591E-13 2.337622040E-10 3.233401458E-06
 3.028451443E+00 5.467742682E-02 -3.368897160E-05 1.181366315E-04 1.902697377E-08 4.527056774E-07 9.365076403E-05
 3.023087263E+00 9.852397442E-02 -1.093356841E-04 3.811981296E-04 1.837484831E-07 2.759626568E-06 2.967041510E-04
 3.017723083E+00 1.416217387E-01 -2.227150835E-04 7.888167747E-04 7.325449474E-07 8.522455573E-06 6.033171085E-04
 3.012358904E+00 1.838295013E-01 -3.691620368E-04 1.334125525E-03 1.960424470E-06 1.930399048E-05 1.003717072E-03
 3.006994724E+00 2.251258940E-01 -5.453191698E-04 2.014832338E-03 4.242464001E-06 3.689246660E-05 1.492328709E-03
 3.001630545E+00 2.654687464E-01 -7.454825100E-04 2.816718305E-03 7.915977221E-06 6.253334868E-05 2.056932310E-03
 2.996266365E+00 3.048694730E-01 -9.650845313E-04 3.723154077E-03 1.326013262E-05 9.696031339E-05 2.685216255E-03
 2.990902185E+00 3.431680799E-01 -1.201032079E-03 4.717869218E-03 2.059147846E-05 1.408705575E-04 3.365659621E-03
 2.985538006E+00 3.803439736E-01 -1.448683906E-03 5.784947425E-03 3.037350507E-05 1.952186140E-04 4.088176880E-03
