##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 1   (Re = 700, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 1.207617112E-02 2.251906380E-06 9.192507605E-06 2.655745901E-10 1.278681161E-08 7.776532584E-06
 3.027219296E+00 5.777474493E-02 8.017688378E-05 1.676137763E-04 4.457900005E-08 9.382985127E-07 1.394385181E-04
 3.021030426E+00 1.017576158E-01 2.535033564E-04 5.132246879E-04 3.851099564E-07 5.197191967E-06 4.198165261E-04
 3.014841557E+00 1.438240111E-01 5.192232202E-04 1.036320115E-03 1.528519533E-06 1.564743798E-05 8.331055287E-04
 3.008652925E+00 1.840839833E-01 8.702080813E-04 1.719128224E-03 4.091215033E-06 3.479227598E-05 1.358904177E-03
 3.002464056E+00 2.226272076E-01 1.299553085E-03 2.543208189E-03 8.708380847E-06 6.465051410E-05 1.978468616E-03
 2.996275425E+00 2.593925595E-01 1.800047583E-03 3.486988600E-03 1.598902054E-05 1.066658078E-04 2.672578674E-03
 2.990086555E+00 2.944275439E-01 2.364977729E-03 4.527650308E-03 2.646262146E-05 1.615955989E-04 3.423011396E-03
 2.983897924E+00 3.277476132E-01 2.992413705E-03 5.646978039E-03 4.087073467E-05 2.305449598E-04 4.215430468E-03
 2.977709055E+00 3.594172597E-01 3.672364634E-03 6.813586690E-03 5.941306881E-05 3.122645430E-04 5.028850399E-03
 2.971520424E+00 3.895505369E-01 4.398264922E-03 8.004626259E-03 8.225443162E-05 4.055273021E-04 5.848776083E-03
 2.965331554E+00 4.180788696E-01 5.166907329E-03 9.198019281E-03 1.098858047E-04 5.096553941E-04 6.660894491E-03
 2.959142923E+00 4.451119602E-01 5.971534643E-03 1.037335582E-02 1.422486675E-04 6.224732497E-04 7.453370374E-03
 2.952954054E+00 4.707123935E-01 6.805930287E-03 1.151414402E-02 1.792923285E-04 7.420624606E-04 8.216915652E-03
 2.946765423E+00 4.949189126E-01 7.666863035E-03 1.260740217E-02 2.210759849E-04 8.666403592E-04 8.944279514E-03
 2.940576553E+00 5.178278089E-01 8.549981751E-03 1.364393439E-02 2.675546857E-04 9.944949998E-04 9.631087072E-03
 2.934387922E+00 5.395277143E-01 9.449123405E-03 1.461822819E-02 3.180373751E-04 1.123394119E-03 1.027493365E-02
 2.928199053E+00 5.599956512E-01 1.036285702E-02 1.552291308E-02 3.731688776E-04 1.252272865E-03 1.087241992E-02
 2.922010422E+00 5.794834495E-01 1.128684264E-02 1.636694185E-02 4.319096333E-04 1.379839610E-03 1.143029425E-02
 2.915821552E+00 5.978028178E-01 1.221709512E-02 1.713463292E-02 4.946260597E-04 1.504159649E-03 1.193941664E-02
 2.909632683E+00 6.152663827E-01 1.315223332E-02 1.784211956E-02 5.605462356E-04 1.625172677E-03 1.241097413E-02
 2.903444052E+00 6.318448186E-01 1.408888213E-02 1.848773286E-02 6.294330815E-04 1.741798013E-03 1.284433715E-02
 2.897255182E+00 6.475262642E-01 1.502573583E-02 1.906730793E-02 7.014500443E-04 1.852906309E-03 1.323787495E-02
 2.891066551E+00 6.624814272E-01 1.596066169E-02 1.959213801E-02 7.759035798E-04 1.958700828E-03 1.359901670E-02
 2.884877682E+00 6.767496467E-01 1.689262129E-02 2.006476186E-02 8.525928715E-04 2.058807062E-03 1.392971911E-02
