##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 1   (Re = 700, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 4.571131431E-03 -6.431469615E-07 5.603441423E-06 2.671470900E-12 6.561186594E-10 4.247611287E-06
 3.027219296E+00 2.288180217E-02 -3.220839062E-05 1.303182071E-04 2.938001842E-08 1.477205984E-07 9.601440252E-05
 3.021030426E+00 4.187317565E-02 -1.061656294E-04 4.081993829E-04 2.737351963E-07 9.838063306E-07 2.940308186E-04
 3.014841557E+00 6.152371317E-02 -2.209393570E-04 8.313606959E-04 1.031532861E-06 3.225231922E-06 5.865559215E-04
 3.008652925E+00 8.184069395E-02 -3.762276901E-04 1.394554274E-03 2.614681989E-06 7.640554031E-06 9.653005982E-04
 3.002464056E+00 1.028237790E-01 -5.762439105E-04 2.111135051E-03 5.522123047E-06 1.558687472E-05 1.433504745E-03
 2.996275425E+00 1.243643910E-01 -8.144378662E-04 2.957037650E-03 9.854330528E-06 2.748183761E-05 1.974093961E-03
 2.990086555E+00 1.465207636E-01 -1.096572960E-03 3.947075456E-03 1.607005652E-05 4.487103797E-05 2.592866309E-03
 2.983897924E+00 1.691432595E-01 -1.415790175E-03 5.056886002E-03 2.410260640E-05 6.784898869E-05 3.274904564E-03
 2.977709055E+00 1.922645420E-01 -1.778665697E-03 6.299001165E-03 3.441935405E-05 9.826102178E-05 4.025420174E-03
