##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 1   (Re = 700, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 7.593908813E-03 1.269064342E-06 6.910281627E-06 4.567657363E-11 2.215994721E-09 5.688577403E-06
 3.027219296E+00 3.660901636E-02 7.655386435E-05 1.530959125E-04 3.613178734E-08 6.393809144E-07 1.236334210E-04
 3.021030426E+00 6.499922276E-02 2.419850352E-04 4.771776730E-04 3.593129918E-07 3.864074188E-06 3.785709268E-04
 3.014841557E+00 9.274833649E-02 4.891032586E-04 9.614602895E-04 1.420191779E-06 1.173939017E-05 7.495395257E-04
 3.008652925E+00 1.198998839E-01 8.100676350E-04 1.591190114E-03 3.734046231E-06 2.613001197E-05 1.219469239E-03
 3.002464056E+00 1.464581490E-01 1.197441481E-03 2.352602780E-03 7.795511920E-06 4.858867760E-05 1.773630735E-03
 2.996275425E+00 1.723618656E-01 1.651309314E-03 3.246665234E-03 1.442419216E-05 8.178086136E-05 2.406905172E-03
 2.990086555E+00 1.976977438E-01 2.156356582E-03 4.242178984E-03 2.372227937E-05 1.252980292E-04 3.096589353E-03
 2.983897924E+00 2.224076241E-01 2.713811351E-03 5.337619688E-03 3.647133053E-05 1.812937408E-04 3.838198259E-03
 2.977709055E+00 2.465047985E-01 3.310340922E-03 6.503839046E-03 5.252759365E-05 2.483918215E-04 4.613014404E-03
