##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 1   (Re = 700, DNS) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033862352E+00 1.034295373E-02 -2.727369974E-07 4.171329238E-06 3.757871098E-11 2.225459372E-09 3.432116046E-06
 3.029099464E+00 5.296843126E-02 -1.582013647E-05 9.968072118E-05 1.442589959E-08 3.927931687E-07 8.058460662E-05
 3.024336338E+00 9.470161796E-02 -4.902138608E-05 3.161782224E-04 1.339574993E-07 2.294499154E-06 2.516208624E-04
 3.019573450E+00 1.354074776E-01 -9.675568435E-05 6.488852086E-04 5.323411187E-07 6.955581739E-06 5.085709272E-04
 3.014810324E+00 1.751421243E-01 -1.561928802E-04 1.093335333E-03 1.437189667E-06 1.562885700E-05 8.444623672E-04
 3.010047436E+00 2.138817310E-01 -2.240495523E-04 1.642592018E-03 3.097219405E-06 2.944145490E-05 1.251430484E-03
 3.005284548E+00 2.515455186E-01 -2.975461830E-04 2.289426047E-03 5.787405826E-06 4.946674380E-05 1.722138026E-03
 3.000521421E+00 2.881391644E-01 -3.742516274E-04 3.027890809E-03 9.847951333E-06 7.688533515E-05 2.250789432E-03
 2.995758533E+00 3.237097263E-01 -4.524828983E-04 3.841110505E-03 1.546472049E-05 1.118611981E-04 2.825349569E-03
 2.990995407E+00 3.581260145E-01 -5.271679256E-04 4.713205155E-03 2.284721995E-05 1.545808918E-04 3.435106250E-03
 2.986232519E+00 3.913825452E-01 -5.988737103E-04 5.635843612E-03 3.243267565E-05 2.058981190E-04 4.074343015E-03
 2.981469631E+00 4.235314727E-01 -6.638579071E-04 6.585934665E-03 4.412207636E-05 2.644564083E-04 4.728936590E-03
 2.976706505E+00 4.544207752E-01 -7.216972881E-04 7.551935501E-03 5.848941510E-05 3.310036554E-04 5.391694140E-03
 2.971943617E+00 4.841836989E-01 -7.683250587E-04 8.516111411E-03 7.534035831E-05 4.038453335E-04 6.052406039E-03
 2.967180490E+00 5.127525926E-01 -8.067283779E-04 9.465168230E-03 9.497324208E-05 4.825578362E-04 6.703055929E-03
 2.962417603E+00 5.400683880E-01 -8.312225691E-04 1.038429048E-02 1.176837686E-04 5.664584460E-04 7.335229311E-03
 2.957654715E+00 5.662657022E-01 -8.421672974E-04 1.126636378E-02 1.432047284E-04 6.539410679E-04 7.944954559E-03
 2.952891588E+00 5.913187861E-01 -8.422792307E-04 1.210227702E-02 1.716860279E-04 7.441346534E-04 8.526873775E-03
 2.948128700E+00 6.150876284E-01 -8.269482059E-04 1.287738327E-02 2.035488724E-04 8.361002547E-04 9.072414599E-03
 2.943365574E+00 6.377516389E-01 -7.960549556E-04 1.359636243E-02 2.384391119E-04 9.286344284E-04 9.584632702E-03
 2.938602686E+00 6.593449712E-01 -7.506067632E-04 1.425666362E-02 2.763122902E-04 1.020844677E-03 1.006194670E-02
 2.933839798E+00 6.798756123E-01 -6.925758789E-04 1.485579554E-02 3.172392608E-04 1.111883787E-03 1.050288323E-02
 2.929076672E+00 6.993981600E-01 -6.196486647E-04 1.539453957E-02 3.613505687E-04 1.201171428E-03 1.090805791E-02
 2.924313784E+00 7.178083658E-01 -5.315411254E-04 1.586926170E-02 4.085387918E-04 1.287462655E-03 1.127478760E-02
 2.919550657E+00 7.352931499E-01 -4.294735554E-04 1.628913358E-02 4.586632713E-04 1.370709622E-03 1.160872728E-02
 2.914787769E+00 7.519000769E-01 -3.137230524E-04 1.665734872E-02 5.117059918E-04 1.450551907E-03 1.191171724E-02
 2.910024881E+00 7.676238418E-01 -1.850137633E-04 1.697658934E-02 5.674270797E-04 1.526440028E-03 1.218497474E-02
 2.905261755E+00 7.825309038E-01 -4.389493915E-05 1.725113764E-02 6.257952773E-04 1.598254079E-03 1.243105810E-02
 2.900498867E+00 7.966619134E-01 1.089720099E-04 1.748501509E-02 6.866701879E-04 1.665852382E-03 1.265222020E-02
 2.895735741E+00 8.100722432E-01 2.729041444E-04 1.768240705E-02 7.499659550E-04 1.729227719E-03 1.285091694E-02
 2.890972853E+00 8.227739930E-01 4.479453783E-04 1.784527674E-02 8.157071425E-04 1.788168447E-03 1.302825473E-02
 2.886209965E+00 8.347860575E-01 6.336136139E-04 1.797643863E-02 8.838544018E-04 1.842513331E-03 1.318579633E-02
 2.881446838E+00 8.461865783E-01 8.276294102E-04 1.808143780E-02 9.540116298E-04 1.892588451E-03 1.332680229E-02
 2.876683950E+00 8.570266366E-01 1.028253697E-03 1.816301420E-02 1.026110840E-03 1.938534202E-03 1.345301978E-02
 2.871920824E+00 8.673576713E-01 1.236014068E-03 1.822481677E-02 1.099970541E-03 1.980653033E-03 1.356660388E-02
