0.00324548 	3.17076e-09
0.00588241 	1.76919e-08
0.00889253 	6.62288e-08
0.0122355 	1.88817e-07
0.0158787 	4.39209e-07
0.019798 	8.64392e-07
0.023977 	1.47181e-06
0.0284056 	2.21544e-06
0.0330792 	3.02249e-06
0.0379968 	3.8329e-06
0.0431607 	4.61483e-06
0.0485753 	5.35802e-06
0.054247 	6.06305e-06
0.0601834 	6.73449e-06
0.0663932 	7.3777e-06
0.0728862 	7.99777e-06
0.0796726 	8.5991e-06
0.0867635 	9.18544e-06
0.0941703 	9.75998e-06
0.101905 	1.03254e-05
0.10998 	1.08839e-05
0.118408 	1.14375e-05
0.127202 	1.19879e-05
0.136376 	1.25367e-05
0.145943 	1.30852e-05
0.155918 	1.36346e-05
0.166314 	1.4186e-05
0.177147 	1.47405e-05
0.18843 	1.52989e-05
0.200179 	1.58623e-05
0.212409 	1.64314e-05
0.225135 	1.70071e-05
0.238371 	1.759e-05
0.252133 	1.81809e-05
0.266436 	1.87805e-05
0.281294 	1.93896e-05
0.296723 	2.00086e-05
0.312736 	2.06382e-05
0.329348 	2.12791e-05
0.346572 	2.19318e-05
0.364422 	2.25969e-05
0.382911 	2.3275e-05
0.402049 	2.39666e-05
0.421849 	2.46724e-05
0.44232 	2.53929e-05
0.463472 	2.6129e-05
0.485314 	2.68813e-05
0.507853 	2.76507e-05
0.531093 	2.84381e-05
0.555041 	2.92445e-05
0.5797 	3.00715e-05
0.60507 	3.09236e-05
0.631151 	3.18126e-05
0.657943 	3.27468e-05
0.685441 	3.3706e-05
0.71364 	3.46449e-05
0.742532 	3.55095e-05
0.772108 	3.62493e-05
0.802357 	3.68236e-05
0.833265 	3.72016e-05
0.864816 	3.73614e-05
0.896992 	3.72896e-05
0.929775 	3.69818e-05
0.96314 	3.64429e-05
0.997066 	3.56876e-05
1.03153 	3.47423e-05
1.06649 	3.36457e-05
1.10193 	3.24492e-05
1.13782 	3.12145e-05
1.17411 	2.99998e-05
1.21079 	2.88491e-05
1.2478 	2.77826e-05
1.28512 	2.68074e-05
1.3227 	2.59268e-05
1.3605 	2.51383e-05
1.39849 	2.44336e-05
1.43662 	2.38004e-05
1.47486 	2.32235e-05
1.51315 	2.26862e-05
1.55146 	2.21712e-05
1.58975 	2.16636e-05
1.62797 	2.11541e-05
1.66608 	2.06374e-05
1.70405 	2.0111e-05
1.74183 	1.9575e-05
1.77937 	1.90302e-05
1.81666 	1.84783e-05
1.85364 	1.79214e-05
1.89027 	1.7362e-05
1.92654 	1.6803e-05
1.9624 	1.6247e-05
1.99782 	1.56968e-05
2.03277 	1.51549e-05
2.06723 	1.46234e-05
2.10116 	1.41043e-05
2.13455 	1.35991e-05
2.16737 	1.31089e-05
2.1996 	1.26347e-05
2.23122 	1.21772e-05
2.26222 	1.17367e-05
2.29257 	1.13136e-05
2.32228 	1.09079e-05
2.35132 	1.05196e-05
2.3797 	1.01488e-05
2.40739 	9.7951e-06
2.4344 	9.45854e-06
2.46072 	9.13891e-06
2.48635 	8.83609e-06
2.51129 	8.54997e-06
2.53554 	8.28052e-06
2.55911 	8.02774e-06
2.58199 	7.79174e-06
2.60419 	7.57266e-06
2.62572 	7.37075e-06
2.64658 	7.1863e-06
2.66679 	7.01967e-06
2.68634 	6.87123e-06
2.70526 	6.74137e-06
2.72355 	6.63041e-06
2.74123 	6.53863e-06
2.7583 	6.46618e-06
2.77477 	6.41304e-06
2.79067 	6.37903e-06
2.80599 	6.36377e-06
2.82077 	6.3667e-06
2.835 	6.38709e-06
2.84871 	6.4241e-06
2.8619 	6.47676e-06
2.8746 	6.544e-06
2.88681 	6.62462e-06
2.89855 	6.71722e-06
2.90983 	6.8201e-06
2.92067 	6.93071e-06
2.93107 	7.04477e-06
2.94105 	7.15477e-06
2.95063 	7.2474e-06
2.9598 	7.30219e-06
2.96859 	7.29101e-06
2.97699 	7.17655e-06
2.98501 	6.90942e-06
2.99265 	6.42445e-06
2.99991 	5.6419e-06
3.00677 	4.48599e-06
3.01322 	2.99278e-06
3.01921 	1.50806e-06
3.02472 	5.12151e-07
3.02967 	1.03736e-07
3.034 	1.01181e-08
