(X,Y,Label)
(0.0,1.0,2)
(0.0480449,1.00025,2)
(0.09609,1.00027,2)
(0.144115,0.998955,2)
(0.192005,0.995203,2)
(0.239492,0.988002,2)
(0.286123,0.976514,2)
(0.331307,0.960253,2)
(0.37463,0.939522,2)
(0.416205,0.915452,2)
(0.456292,0.888979,2)
(0.495194,0.860774,2)
(0.533169,0.831349,2)
(0.570461,0.801056,2)
(0.607279,0.770187,2)
(0.643814,0.738982,2)
(0.680253,0.707665,2)
(0.716781,0.676452,2)
(0.753539,0.645513,2)
(0.790534,0.61486,2)
(0.827745,0.584468,2)
(0.86515,0.554314,2)
(0.902725,0.524371,2)
(0.940444,0.494612,2)
(0.978285,0.465006,2)
(1.01622,0.435523,2)
(1.05422,0.406129,2)
(1.09228,0.376796,2)
(1.13041,0.347563,2)
(1.16869,0.318535,2)
(1.20721,0.289821,2)
(1.24606,0.26154,2)
(1.2853,0.233826,2)
(1.32504,0.206828,2)
(1.36537,0.180713,2)
(1.40638,0.155687,2)
(1.44817,0.131974,2)
(1.49077,0.109774,2)
(1.5342,0.0892196,2)
(1.57842,0.0704461,2)
(1.62341,0.0535949,2)
(1.66912,0.0388068,2)
(1.71548,0.0262207,2)
(1.76241,0.0159695,2)
(1.80982,0.00817171,2)
(1.85757,0.00292632,2)
(1.90554,0.000308533,2)
(1.95358,0.0,2)
(2.00162,0.0,2)
(2.04967,0.0,2)
(2.09772,0.0,2)
(2.14576,0.0,2)
(2.19381,0.0,2)
(2.24185,0.0,2)
(2.2899,0.0,2)
(2.33794,0.0,2)
(2.38599,0.0,2)
(2.43404,1.26883e-16,2)
(2.48208,0.0,2)
(2.53013,1.26883e-16,2)
(2.57817,0.0,2)
(2.62622,0.0,2)
(2.67426,0.0,2)
(2.72231,0.0,2)
(2.77035,0.0,2)
(2.8184,0.0,2)
(2.86645,-1.26883e-16,2)
(2.91449,0.0,2)
(2.96254,-1.26883e-16,2)
(3.01058,0.0,2)
(3.05863,0.0,2)
(3.10667,0.0,2)
(3.15472,0.0,2)
(3.20277,0.0,2)
(3.25081,0.0,2)
(3.29886,0.0,2)
(3.3469,0.0,2)
(3.39495,0.0,2)
(3.443,0.0,2)
(3.49104,0.0,2)
(3.53909,0.0,2)
(3.58713,0.0,2)
(3.63518,1.26883e-16,2)
(3.68322,0.0,2)
(3.73127,1.26883e-16,2)
(3.77932,0.0,2)
(3.82736,0.0,2)
(3.87541,0.0,2)
(3.92345,0.0,2)
(3.9715,0.0,2)
(4.01955,0.0,2)
(4.06759,-1.26883e-16,2)
(4.11563,0.0,2)
(4.16368,-1.26883e-16,2)
(4.21173,0.0,2)
(4.25977,0.0,2)
(4.30782,0.0,2)
(4.35586,0.0,2)
(4.40391,0.0,2)
(4.45196,0.0,2)
(4.5,0.0,2)
(4.54804,0.0,2)
(4.59609,0.0,2)
(4.64414,0.0,2)
(4.69218,0.0,2)
(4.74023,0.0,2)
(4.78827,0.0,2)
(4.83632,0.0,2)
(4.88437,0.0,2)
(4.93241,0.0,2)
(4.98045,0.0,2)
(5.0285,0.0,2)
(5.07655,0.0,2)
(5.1246,0.0,2)
(5.17264,0.0,2)
(5.22068,0.0,2)
(5.26873,0.0,2)
(5.31678,0.0,2)
(5.36482,0.0,2)
(5.41287,0.0,2)
(5.46091,0.0,2)
(5.50896,0.0,2)
(5.55701,0.0,2)
(5.60505,0.0,2)
(5.65309,0.0,2)
(5.70115,0.0,2)
(5.74919,0.0,2)
(5.79723,0.0,2)
(5.84528,0.0,2)
(5.89333,0.0,2)
(5.94137,0.0,2)
(5.98942,0.0,2)
(6.03746,0.0,2)
(6.08551,0.0,2)
(6.13355,0.0,2)
(6.1816,0.0,2)
(6.22964,1.26882e-16,2)
(6.27769,0.0,2)
(6.32574,0.0,2)
(6.37378,-1.26882e-16,2)
(6.42183,0.0,2)
(6.46987,0.0,2)
(6.51792,0.0,2)
(6.56597,0.0,2)
(6.61401,0.0,2)
(6.66206,0.0,2)
(6.7101,0.0,2)
(6.75815,0.0,2)
(6.80619,0.0,2)
(6.85424,0.0,2)
(6.90229,0.0,2)
(6.95033,0.0,2)
(6.99838,0.0,2)
(7.04642,0.0,2)
(7.09447,0.000308216,2)
(7.14243,0.00292628,2)
(7.19019,0.00817284,2)
(7.23759,0.0159675,2)
(7.28452,0.0262206,2)
(7.33088,0.0388094,2)
(7.3766,0.0535922,2)
(7.42158,0.0704443,2)
(7.4658,0.0892204,2)
(7.50922,0.109778,2)
(7.55183,0.131977,2)
(7.59362,0.155683,2)
(7.63463,0.18071,2)
(7.67496,0.206827,2)
(7.7147,0.233826,2)
(7.75394,0.261542,2)
(7.79279,0.289825,2)
(7.8313,0.31854,2)
(7.86959,0.34757,2)
(7.90772,0.376803,2)
(7.94577,0.406138,2)
(7.98378,0.435529,2)
(8.02172,0.465,2)
(8.05956,0.494606,2)
(8.09728,0.524367,2)
(8.13485,0.554311,2)
(8.17226,0.584465,2)
(8.20947,0.614858,2)
(8.24646,0.645512,2)
(8.28322,0.676451,2)
(8.31975,0.707664,2)
(8.35619,0.738981,2)
(8.39272,0.770187,2)
(8.42954,0.801057,2)
(8.46683,0.83135,2)
(8.5048,0.860776,2)
(8.5437,0.888983,2)
(8.58379,0.915457,2)
(8.62537,0.939524,2)
(8.6687,0.96025,2)
(8.71388,0.976514,2)
(8.76051,0.988004,2)
(8.808,0.995202,2)
(8.85589,0.998955,2)
(8.90391,1.00027,2)
(8.95196,1.00025,2)
(9.0,1.0,2)
(0.0,1.00058,2)
(0.0480441,1.00083,2)
(0.0960883,1.00086,2)
(0.144112,0.999537,2)
(0.192001,0.995786,2)
(0.239488,0.988588,2)
(0.286119,0.977102,2)
(0.331303,0.960846,2)
(0.374625,0.940121,2)
(0.416202,0.916058,2)
(0.456291,0.889593,2)
(0.495194,0.861396,2)
(0.533171,0.831979,2)
(0.570465,0.801695,2)
(0.607286,0.770835,2)
(0.643823,0.739638,2)
(0.680264,0.70833,2)
(0.716795,0.677126,2)
(0.753555,0.646196,2)
(0.790553,0.615552,2)
(0.827766,0.585168,2)
(0.865172,0.555023,2)
(0.902749,0.525089,2)
(0.940471,0.495338,2)
(0.978314,0.465741,2)
(1.01625,0.436266,2)
(1.05426,0.406881,2)
(1.09231,0.377556,2)
(1.13044,0.348332,2)
(1.16873,0.319311,2)
(1.20725,0.290606,2)
(1.2461,0.262333,2)
(1.28535,0.234627,2)
(1.32509,0.207637,2)
(1.36542,0.181529,2)
(1.40643,0.156511,2)
(1.44822,0.132804,2)
(1.49082,0.11061,2)
(1.53425,0.0900617,2)
(1.57847,0.0712936,2)
(1.62346,0.0544472,2)
(1.66917,0.0396634,2)
(1.71553,0.0270809,2)
(1.76246,0.0168326,2)
(1.80986,0.00903708,2)
(1.85762,0.00379319,2)
(1.90558,0.00117614,2)
(1.95362,0.000867699,2)
(2.00167,0.000867699,2)
(2.04971,0.000867699,2)
(2.09776,0.000867699,2)
(2.1458,0.000867699,2)
(2.19385,0.000867699,2)
(2.24189,0.000867699,2)
(2.28994,0.000867699,2)
(2.33798,0.000867699,2)
(2.38603,0.000867699,2)
(2.43407,0.000867699,2)
(2.48212,0.000867699,2)
(2.53016,0.000867699,2)
(2.57821,0.000867699,2)
(2.62625,0.000867699,2)
(2.6743,0.000867699,2)
(2.72234,0.000867699,2)
(2.77039,0.000867699,2)
(2.81843,0.000867699,2)
(2.86648,0.000867699,2)
(2.91452,0.000867699,2)
(2.96257,0.000867699,2)
(3.01061,0.000867699,2)
(3.05866,0.000867699,2)
(3.1067,0.000867699,2)
(3.15475,0.000867699,2)
(3.20279,0.000867699,2)
(3.25083,0.000867699,2)
(3.29888,0.000867699,2)
(3.34693,0.000867699,2)
(3.39497,0.000867699,2)
(3.44301,0.000867699,2)
(3.49106,0.000867699,2)
(3.5391,0.000867699,2)
(3.58715,0.000867699,2)
(3.6352,0.000867699,2)
(3.68324,0.000867699,2)
(3.73128,0.000867699,2)
(3.77933,0.000867699,2)
(3.82737,0.000867699,2)
(3.87542,0.000867699,2)
(3.92347,0.000867699,2)
(3.97151,0.000867699,2)
(4.01955,0.000867699,2)
(4.0676,0.000867699,2)
(4.11564,0.000867699,2)
(4.16369,0.000867699,2)
(4.21173,0.000867699,2)
(4.25977,0.000867699,2)
(4.30782,0.000867699,2)
(4.35587,0.000867699,2)
(4.40391,0.000867699,2)
(4.45196,0.000867699,2)
(4.5,0.000867699,2)
(4.54804,0.000867699,2)
(4.59609,0.000867699,2)
(4.64413,0.000867699,2)
(4.69218,0.000867699,2)
(4.74023,0.000867699,2)
(4.78827,0.000867699,2)
(4.83631,0.000867699,2)
(4.88436,0.000867699,2)
(4.9324,0.000867699,2)
(4.98045,0.000867699,2)
(5.02849,0.000867699,2)
(5.07654,0.000867699,2)
(5.12459,0.000867699,2)
(5.17263,0.000867699,2)
(5.22067,0.000867699,2)
(5.26872,0.000867699,2)
(5.31676,0.000867699,2)
(5.36481,0.000867699,2)
(5.41285,0.000867699,2)
(5.4609,0.000867699,2)
(5.50894,0.000867699,2)
(5.55699,0.000867699,2)
(5.60503,0.000867699,2)
(5.65307,0.000867699,2)
(5.70112,0.000867699,2)
(5.74917,0.000867699,2)
(5.79721,0.000867699,2)
(5.84526,0.000867699,2)
(5.8933,0.000867699,2)
(5.94134,0.000867699,2)
(5.98939,0.000867699,2)
(6.03744,0.000867699,2)
(6.08548,0.000867699,2)
(6.13352,0.000867699,2)
(6.18157,0.000867699,2)
(6.22961,0.000867699,2)
(6.27766,0.000867699,2)
(6.3257,0.000867699,2)
(6.37375,0.000867699,2)
(6.42179,0.000867699,2)
(6.46984,0.000867699,2)
(6.51788,0.000867699,2)
(6.56593,0.000867699,2)
(6.61397,0.000867699,2)
(6.66202,0.000867699,2)
(6.71006,0.000867699,2)
(6.75811,0.000867699,2)
(6.80615,0.000867699,2)
(6.8542,0.000867699,2)
(6.90224,0.000867699,2)
(6.95029,0.000867699,2)
(6.99833,0.000867699,2)
(7.04637,0.000867699,2)
(7.09442,0.00117583,2)
(7.14239,0.00379314,2)
(7.19014,0.0090382,2)
(7.23754,0.0168306,2)
(7.28447,0.0270808,2)
(7.33083,0.039666,2)
(7.37654,0.0544446,2)
(7.42153,0.0712919,2)
(7.46575,0.0900626,2)
(7.50917,0.110614,2)
(7.55178,0.132807,2)
(7.59358,0.156506,2)
(7.63458,0.181526,2)
(7.67491,0.207636,2)
(7.71465,0.234627,2)
(7.7539,0.262335,2)
(7.79275,0.29061,2)
(7.83126,0.319317,2)
(7.86955,0.348338,2)
(7.90768,0.377563,2)
(7.94574,0.406889,2)
(7.98374,0.436272,2)
(8.02169,0.465735,2)
(8.05954,0.495333,2)
(8.09725,0.525085,2)
(8.13483,0.55502,2)
(8.17224,0.585166,2)
(8.20945,0.61555,2)
(8.24645,0.646195,2)
(8.28321,0.677125,2)
(8.31974,0.70833,2)
(8.35618,0.739638,2)
(8.39272,0.770834,2)
(8.42953,0.801696,2)
(8.46683,0.83198,2)
(8.5048,0.861398,2)
(8.54371,0.889597,2)
(8.58379,0.916063,2)
(8.62537,0.940123,2)
(8.6687,0.960843,2)
(8.71388,0.977102,2)
(8.76051,0.98859,2)
(8.808,0.995786,2)
(8.85589,0.999537,2)
(8.90391,1.00086,2)
(8.95196,1.00083,2)
(9.0,1.00058,2)
(0.0,1.0012,2)
(0.0480431,1.00145,2)
(0.0960864,1.00147,2)
(0.144109,1.00015,2)
(0.191998,0.996404,2)
(0.239484,0.989208,2)
(0.286114,0.977726,2)
(0.331298,0.961475,2)
(0.374621,0.940757,2)
(0.416199,0.9167,2)
(0.456289,0.890243,2)
(0.495194,0.862055,2)
(0.533174,0.832647,2)
(0.57047,0.802372,2)
(0.607292,0.771521,2)
(0.643832,0.740334,2)
(0.680277,0.709036,2)
(0.71681,0.677841,2)
(0.753572,0.64692,2)
(0.790572,0.616285,2)
(0.827788,0.585911,2)
(0.865197,0.555775,2)
(0.902776,0.52585,2)
(0.9405,0.496108,2)
(0.978345,0.46652,2)
(1.01628,0.437054,2)
(1.05429,0.407677,2)
(1.09235,0.378361,2)
(1.13048,0.349146,2)
(1.16877,0.320135,2)
(1.2073,0.291438,2)
(1.24614,0.263173,2)
(1.28539,0.235476,2)
(1.32514,0.208494,2)
(1.36547,0.182394,2)
(1.40648,0.157383,2)
(1.44827,0.133684,2)
(1.49088,0.111497,2)
(1.5343,0.0909545,2)
(1.57852,0.0721921,2)
(1.62351,0.0553508,2)
(1.66922,0.0405714,2)
(1.71558,0.0279927,2)
(1.76251,0.0177476,2)
(1.80991,0.00995439,2)
(1.85767,0.00471208,2)
(1.90563,0.00209583,2)
(1.95367,0.00178748,2)
(2.00172,0.00178748,2)
(2.04976,0.00178748,2)
(2.09781,0.00178748,2)
(2.14585,0.00178748,2)
(2.19389,0.00178748,2)
(2.24194,0.00178748,2)
(2.28998,0.00178748,2)
(2.33803,0.00178748,2)
(2.38607,0.00178748,2)
(2.43411,0.00178748,2)
(2.48216,0.00178748,2)
(2.5302,0.00178748,2)
(2.57824,0.00178748,2)
(2.62629,0.00178748,2)
(2.67433,0.00178748,2)
(2.72238,0.00178748,2)
(2.77042,0.00178748,2)
(2.81846,0.00178748,2)
(2.86651,0.00178748,2)
(2.91455,0.00178748,2)
(2.9626,0.00178748,2)
(3.01064,0.00178748,2)
(3.05868,0.00178748,2)
(3.10673,0.00178748,2)
(3.15477,0.00178748,2)
(3.20282,0.00178748,2)
(3.25086,0.00178748,2)
(3.2989,0.00178748,2)
(3.34695,0.00178748,2)
(3.39499,0.00178748,2)
(3.44303,0.00178748,2)
(3.49108,0.00178748,2)
(3.53912,0.00178748,2)
(3.58717,0.00178748,2)
(3.63521,0.00178748,2)
(3.68325,0.00178748,2)
(3.7313,0.00178748,2)
(3.77934,0.00178748,2)
(3.82739,0.00178748,2)
(3.87543,0.00178748,2)
(3.92348,0.00178748,2)
(3.97152,0.00178748,2)
(4.01956,0.00178748,2)
(4.06761,0.00178748,2)
(4.11565,0.00178748,2)
(4.16369,0.00178748,2)
(4.21174,0.00178748,2)
(4.25978,0.00178748,2)
(4.30783,0.00178748,2)
(4.35587,0.00178748,2)
(4.40391,0.00178748,2)
(4.45196,0.00178748,2)
(4.5,0.00178748,2)
(4.54804,0.00178748,2)
(4.59609,0.00178748,2)
(4.64413,0.00178748,2)
(4.69217,0.00178748,2)
(4.74022,0.00178748,2)
(4.78826,0.00178748,2)
(4.83631,0.00178748,2)
(4.88435,0.00178748,2)
(4.93239,0.00178748,2)
(4.98044,0.00178748,2)
(5.02848,0.00178748,2)
(5.07653,0.00178748,2)
(5.12457,0.00178748,2)
(5.17262,0.00178748,2)
(5.22066,0.00178748,2)
(5.2687,0.00178748,2)
(5.31675,0.00178748,2)
(5.36479,0.00178748,2)
(5.41284,0.00178748,2)
(5.46088,0.00178748,2)
(5.50892,0.00178748,2)
(5.55697,0.00178748,2)
(5.60501,0.00178748,2)
(5.65305,0.00178748,2)
(5.7011,0.00178748,2)
(5.74914,0.00178748,2)
(5.79718,0.00178748,2)
(5.84523,0.00178748,2)
(5.89327,0.00178748,2)
(5.94132,0.00178748,2)
(5.98936,0.00178748,2)
(6.03741,0.00178748,2)
(6.08545,0.00178748,2)
(6.13349,0.00178748,2)
(6.18154,0.00178748,2)
(6.22958,0.00178748,2)
(6.27763,0.00178748,2)
(6.32567,0.00178748,2)
(6.37371,0.00178748,2)
(6.42176,0.00178748,2)
(6.4698,0.00178748,2)
(6.51784,0.00178748,2)
(6.56589,0.00178748,2)
(6.61393,0.00178748,2)
(6.66198,0.00178748,2)
(6.71002,0.00178748,2)
(6.75806,0.00178748,2)
(6.80611,0.00178748,2)
(6.85415,0.00178748,2)
(6.90219,0.00178748,2)
(6.95024,0.00178748,2)
(6.99828,0.00178748,2)
(7.04633,0.00178748,2)
(7.09437,0.00209552,2)
(7.14233,0.00471204,2)
(7.19008,0.00995551,2)
(7.23749,0.0177456,2)
(7.28442,0.0279927,2)
(7.33078,0.040574,2)
(7.37649,0.0553481,2)
(7.42148,0.0721903,2)
(7.4657,0.0909553,2)
(7.50912,0.111501,2)
(7.55173,0.133687,2)
(7.59352,0.157379,2)
(7.63453,0.182391,2)
(7.67487,0.208493,2)
(7.71461,0.235476,2)
(7.75386,0.263175,2)
(7.7927,0.291442,2)
(7.83122,0.32014,2)
(7.86951,0.349153,2)
(7.90764,0.378369,2)
(7.9457,0.407686,2)
(7.98371,0.43706,2)
(8.02166,0.466514,2)
(8.05951,0.496103,2)
(8.09723,0.525846,2)
(8.13481,0.555772,2)
(8.17222,0.585908,2)
(8.20943,0.616283,2)
(8.24643,0.646919,2)
(8.28319,0.67784,2)
(8.31973,0.709035,2)
(8.35617,0.740334,2)
(8.39271,0.771521,2)
(8.42953,0.802373,2)
(8.46683,0.832648,2)
(8.50481,0.862057,2)
(8.54371,0.890247,2)
(8.5838,0.916706,2)
(8.62538,0.940758,2)
(8.66871,0.961472,2)
(8.71389,0.977726,2)
(8.76051,0.98921,2)
(8.808,0.996404,2)
(8.85589,1.00015,2)
(8.90391,1.00147,2)
(8.95196,1.00145,2)
(9.0,1.0012,2)
(0.0,1.00185,2)
(0.0480422,1.00211,2)
(0.0960845,1.00213,2)
(0.144106,1.00081,2)
(0.191994,0.99706,2)
(0.239479,0.989866,2)
(0.286109,0.978388,2)
(0.331293,0.962142,2)
(0.374616,0.94143,2)
(0.416195,0.917381,2)
(0.456287,0.890933,2)
(0.495194,0.862753,2)
(0.533176,0.833355,2)
(0.570474,0.80309,2)
(0.6073,0.772249,2)
(0.643842,0.741072,2)
(0.680289,0.709783,2)
(0.716825,0.678599,2)
(0.75359,0.647688,2)
(0.790593,0.617063,2)
(0.827811,0.586698,2)
(0.865222,0.556572,2)
(0.902804,0.526657,2)
(0.94053,0.496924,2)
(0.978377,0.467346,2)
(1.01632,0.437889,2)
(1.05433,0.408522,2)
(1.09239,0.379215,2)
(1.13052,0.35001,2)
(1.16882,0.321007,2)
(1.20734,0.29232,2)
(1.24619,0.264064,2)
(1.28544,0.236376,2)
(1.32519,0.209403,2)
(1.36552,0.183311,2)
(1.40654,0.158308,2)
(1.44832,0.134616,2)
(1.49093,0.112436,2)
(1.53436,0.0919008,2)
(1.57858,0.0731444,2)
(1.62357,0.0563086,2)
(1.66928,0.0415339,2)
(1.71564,0.0289593,2)
(1.76257,0.0187174,2)
(1.80997,0.0109267,2)
(1.85772,0.00568614,2)
(1.90568,0.00307073,2)
(1.95372,0.00276248,2)
(2.00177,0.00276248,2)
(2.04981,0.00276248,2)
(2.09785,0.00276248,2)
(2.1459,0.00276248,2)
(2.19394,0.00276248,2)
(2.24198,0.00276248,2)
(2.29003,0.00276248,2)
(2.33807,0.00276248,2)
(2.38611,0.00276248,2)
(2.43415,0.00276248,2)
(2.4822,0.00276248,2)
(2.53024,0.00276248,2)
(2.57828,0.00276248,2)
(2.62633,0.00276248,2)
(2.67437,0.00276248,2)
(2.72241,0.00276248,2)
(2.77045,0.00276248,2)
(2.8185,0.00276248,2)
(2.86654,0.00276248,2)
(2.91458,0.00276248,2)
(2.96263,0.00276248,2)
(3.01067,0.00276248,2)
(3.05871,0.00276248,2)
(3.10676,0.00276248,2)
(3.1548,0.00276248,2)
(3.20284,0.00276248,2)
(3.25089,0.00276248,2)
(3.29893,0.00276248,2)
(3.34697,0.00276248,2)
(3.39501,0.00276248,2)
(3.44306,0.00276248,2)
(3.4911,0.00276248,2)
