1.00029 	1.17299e-10
1.00089 	6.13039e-10
1.00153 	2.92209e-09
1.0022 	9.58033e-09
1.00291 	2.46947e-08
1.00367 	5.41895e-08
1.00447 	1.06225e-07
1.00532 	1.91686e-07
1.00622 	3.24614e-07
1.00718 	5.22344e-07
1.00819 	8.04881e-07
1.00927 	1.1929e-06
1.0104 	1.70392e-06
1.01161 	2.34723e-06
1.01289 	3.11934e-06
1.01424 	4.0028e-06
1.01568 	4.96944e-06
1.0172 	5.98681e-06
1.01882 	7.02492e-06
1.02053 	8.06151e-06
1.02234 	9.08454e-06
1.02427 	1.00914e-05
1.02631 	1.1086e-05
1.02847 	1.20755e-05
1.03076 	1.30666e-05
1.03319 	1.40635e-05
1.03576 	1.50671e-05
1.03849 	1.60751e-05
1.04138 	1.70829e-05
1.04444 	1.80853e-05
1.04769 	1.90769e-05
1.05114 	2.00528e-05
1.05479 	2.10093e-05
1.05866 	2.19432e-05
1.06276 	2.28523e-05
1.06711 	2.37348e-05
1.07172 	2.45898e-05
1.07661 	2.54164e-05
1.08179 	2.62141e-05
1.08728 	2.69824e-05
1.09311 	2.77208e-05
1.09928 	2.8429e-05
1.10582 	2.91063e-05
1.11275 	2.97521e-05
1.1201 	3.03658e-05
1.12789 	3.09462e-05
1.13615 	3.14923e-05
1.1449 	3.20026e-05
1.15418 	3.24755e-05
1.16402 	3.29091e-05
1.17445 	3.33013e-05
1.1855 	3.36496e-05
1.19722 	3.39513e-05
1.20964 	3.42033e-05
1.2228 	3.44023e-05
1.23676 	3.45449e-05
1.25155 	3.46271e-05
1.26723 	3.46451e-05
1.28386 	3.45949e-05
1.30148 	3.44723e-05
1.32016 	3.42735e-05
1.33996 	3.39948e-05
1.36094 	3.36329e-05
1.38319 	3.31851e-05
1.40678 	3.26496e-05
1.43177 	3.20255e-05
1.45827 	3.1313e-05
1.48636 	3.05137e-05
1.51614 	2.96308e-05
1.5477 	2.86692e-05
1.58116 	2.76356e-05
1.61663 	2.65383e-05
1.65422 	2.53876e-05
1.69408 	2.41953e-05
1.73632 	2.2974e-05
1.7811 	2.1737e-05
1.82857 	2.04969e-05
1.87889 	1.9265e-05
1.93222 	1.80496e-05
1.98876 	1.68628e-05
2.04695 	1.57355e-05
2.10349 	1.47045e-05
2.15683 	1.37818e-05
2.20715 	1.29563e-05
2.25461 	1.2214e-05
2.29939 	1.15438e-05
2.34164 	1.09368e-05
2.38149 	1.03861e-05
2.41909 	9.88614e-06
2.45455 	9.43255e-06
2.48801 	9.0219e-06
2.51957 	8.65149e-06
2.54935 	8.31923e-06
2.57744 	8.02349e-06
2.60394 	7.76305e-06
2.62894 	7.53691e-06
2.65252 	7.34428e-06
2.67477 	7.1844e-06
2.69576 	7.05644e-06
2.71556 	6.95941e-06
2.73424 	6.89202e-06
2.75186 	6.85257e-06
2.76848 	6.8389e-06
2.78416 	6.84839e-06
2.79895 	6.87796e-06
2.81291 	6.92416e-06
2.82608 	6.98329e-06
2.8385 	7.05156e-06
2.85021 	7.12525e-06
2.86127 	7.20085e-06
2.87169 	7.2752e-06
2.88153 	7.34559e-06
2.89081 	7.40977e-06
2.89956 	7.46602e-06
2.90782 	7.51305e-06
2.91561 	7.55005e-06
2.92296 	7.57651e-06
2.9299 	7.59223e-06
2.93644 	7.59721e-06
2.94261 	7.59154e-06
2.94843 	7.57534e-06
2.95392 	7.5487e-06
2.9591 	7.51163e-06
2.96399 	7.46394e-06
2.9686 	7.40526e-06
2.97295 	7.33499e-06
2.97705 	7.25222e-06
2.98092 	7.15556e-06
2.98457 	7.04281e-06
2.98802 	6.91112e-06
2.99127 	6.75715e-06
2.99434 	6.57731e-06
2.99723 	6.36801e-06
2.99996 	6.12593e-06
3.00253 	5.8483e-06
3.00496 	5.53328e-06
3.00725 	5.18034e-06
3.00941 	4.79063e-06
3.01145 	4.36729e-06
3.01337 	3.91522e-06
3.01518 	3.44131e-06
3.0169 	2.95612e-06
3.01851 	2.47447e-06
3.02003 	2.01356e-06
3.02147 	1.59006e-06
3.02283 	1.21726e-06
3.0241 	9.02953e-07
3.02531 	6.48857e-07
3.02645 	4.51411e-07
3.02752 	3.03573e-07
3.02854 	1.96733e-07
3.02949 	1.22212e-07
3.03039 	7.21658e-08
3.03124 	3.99942e-08
3.03204 	2.04029e-08
3.0328 	9.29743e-09
3.03352 	3.60676e-09
3.03419 	1.10023e-09
3.03482 	2.32071e-10
3.03542 	7.64473e-11
